R12/12/2022 12:13:37.140 | DEBUG    |                                      InstallAshita | Installing Ashita into the current process.
12/12/2022 12:13:37.144 | DEBUG    |                             AshitaCore::Initialize |   0037 : 1920
12/12/2022 12:13:37.144 | DEBUG    |                             AshitaCore::Initialize |   0038 : 1080
12/12/2022 12:13:37.144 | DEBUG    |                             AshitaCore::Initialize |   0039 : 1
12/12/2022 12:13:37.144 | DEBUG    |                             AshitaCore::Initialize |   0040 : 0
12/12/2022 12:13:37.144 | DEBUG    |                             AshitaCore::Initialize |   0041 : 1
12/12/2022 12:13:37.144 | DEBUG    |                             AshitaCore::Initialize |   0042 : C:\Program Files (x86)\SquareEnix\FINAL FANTASY XI
12/12/2022 12:13:37.144 | DEBUG    |                             AshitaCore::Initialize |   0043 : 1
12/12/2022 12:13:37.144 | DEBUG    |                             AshitaCore::Initialize |   0044 : 1
12/12/2022 12:13:37.144 | DEBUG    |                             AshitaCore::Initialize |   0045 : 0
12/12/2022 12:13:37.144 | DEBUG    |                             AshitaCore::Initialize |   padmode000 : 1,0,0,0,1,1
12/12/2022 12:13:37.144 | DEBUG    |                             AshitaCore::Initialize |   padsin000 : 10,8,16,11,13,0,1,3,2,15,-1,-1,-1,-33,-33,32,32,36,36,-35,-35,6,7,5,4,-1,-1
12/12/2022 12:13:37.144 | DEBUG    |                             AshitaCore::Initialize | ----------------------------------------------------------------------------------------------------
12/12/2022 12:13:37.144 | DEBUG    |                             Properties::Properties | .ctor
12/12/2022 12:13:37.144 | DEBUG    |                           ChatManager::ChatManager | .ctor
12/12/2022 12:13:37.144 | DEBUG    |                           FontManager::FontManager | .ctor
12/12/2022 12:13:37.144 | DEBUG    |                             GuiManager::GuiManager | .ctor
12/12/2022 12:13:37.144 | DEBUG    |                         InputManager::InputManager | .ctor
12/12/2022 12:13:37.144 | DEBUG    |                       MemoryManager::MemoryManager | .ctor
12/12/2022 12:13:37.144 | DEBUG    |                       OffsetManager::OffsetManager | .ctor
12/12/2022 12:13:37.144 | DEBUG    |                       PacketManager::PacketManager | .ctor
12/12/2022 12:13:37.144 | DEBUG    |                       PluginManager::PluginManager | .ctor
12/12/2022 12:13:37.144 | DEBUG    |                 PolPluginManager::PolPluginManager | .ctor
12/12/2022 12:13:37.144 | DEBUG    |                     PointerManager::PointerManager | .ctor
12/12/2022 12:13:37.144 | DEBUG    |                 PrimitiveManager::PrimitiveManager | .ctor
12/12/2022 12:13:37.144 | DEBUG    |                   ResourceManager::ResourceManager | .ctor
12/12/2022 12:13:37.144 | DEBUG    |                             Properties::Initialize | <Begin>
12/12/2022 12:13:37.144 | DEBUG    |                             Properties::Initialize | <End> [Status: Ok!]
12/12/2022 12:13:37.144 | DEBUG    |                           InputManager::Initialize | <Begin>
12/12/2022 12:13:37.144 | DEBUG    |                           InputManager::Initialize | <End> [Status: Ok!]
12/12/2022 12:13:37.144 | DEBUG    |                          OffsetManager::Initialize | <Begin>
12/12/2022 12:13:37.144 | DEBUG    |                          OffsetManager::Initialize | <End> [Status: Ok!]
12/12/2022 12:13:37.144 | DEBUG    |                         PointerManager::Initialize | <Begin>
12/12/2022 12:13:37.144 | DEBUG    |                         PointerManager::Initialize | <End> [Status: Ok!]
12/12/2022 12:13:37.144 | DEBUG    |                          MemoryManager::Initialize | <Begin>
12/12/2022 12:13:37.144 | DEBUG    |                             MemoryManager::Release | <Begin>
12/12/2022 12:13:37.144 | DEBUG    |                             MemoryManager::Release | <End> [Status: Ok!]
12/12/2022 12:13:37.144 | DEBUG    |                          MemoryManager::Initialize | <End> [Status: Ok!]
12/12/2022 12:13:37.144 | DEBUG    |                            ChatManager::Initialize | <Begin>
12/12/2022 12:13:37.144 | DEBUG    |                            ChatManager::Initialize | <End> [Status: Ok!]
12/12/2022 12:13:37.144 | DEBUG    |                          PacketManager::Initialize | <Begin>
12/12/2022 12:13:37.144 | DEBUG    |                          PacketManager::Initialize | <End> [Status: Ok!]
12/12/2022 12:13:37.144 | DEBUG    |                          PluginManager::Initialize | <Begin>
12/12/2022 12:13:37.144 | DEBUG    |                          PluginManager::Initialize | <End> [Status: Ok!]
12/12/2022 12:13:37.144 | DEBUG    |                       PolPluginManager::Initialize | <Begin>
12/12/2022 12:13:37.224 | DEBUG    |                 Sandbox::SandboxPlugin::Initialize | Sandbox using the following path for 'Common': C:\Program Files (x86)\Common Files
12/12/2022 12:13:37.224 | DEBUG    |                 Sandbox::SandboxPlugin::Initialize | Sandbox using the following path for 'PlayOnline': G:\PlayOnline\SquareEnix\PlayOnlineViewer
12/12/2022 12:13:37.224 | DEBUG    |                 Sandbox::SandboxPlugin::Initialize | Sandbox using the following path for 'FinalFantasyXI': G:\PlayOnline\SquareEnix\Final Fantasy XI
12/12/2022 12:13:37.224 | DEBUG    |                 Sandbox::SandboxPlugin::Initialize | Sandbox using the following path for 'TetraMaster': G:\PlayOnline\SquareEnix\TetraMaster
12/12/2022 12:13:37.224 | DEBUG    |                             PolPluginManager::Load | Loaded POL plugin: Sandbox - Version: 4.07 - By: atom0s
12/12/2022 12:13:37.228 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: G:\Ashita-v4beta\\config\pivot\pivot.ini
12/12/2022 12:13:37.233 | INFO     |                                              pivot | m_logDebug = Discard
12/12/2022 12:13:37.233 | INFO     |                                              pivot | m_rootPath = 'G:\DATs'
12/12/2022 12:13:37.233 | INFO     |                                              pivot | addOverlay: 'XI-View-Icons'
12/12/2022 12:13:37.234 | INFO     |                                              pivot | => success
12/12/2022 12:13:37.234 | INFO     |                                              pivot | addOverlay: 'XI-Vision-Maps'
12/12/2022 12:13:37.234 | WARN     |                                              pivot | WARNING:       12: ignoring 'G:\DATS/XI-VISION-MAPS//ROM/0/12.DAT'
12/12/2022 12:13:37.234 | WARN     |                                              pivot | WARNING:   119051: ignoring 'G:\DATS/XI-VISION-MAPS//ROM/119/51.DAT'
12/12/2022 12:13:37.234 | WARN     |                                              pivot | WARNING:   119057: ignoring 'G:\DATS/XI-VISION-MAPS//ROM/119/57.DAT'
12/12/2022 12:13:37.237 | WARN     |                                              pivot | WARNING:    91015: ignoring 'G:\DATS/XI-VISION-MAPS//ROM/91/15.DAT'
12/12/2022 12:13:37.239 | INFO     |                                              pivot | => success
12/12/2022 12:13:37.239 | INFO     |                                              pivot | addOverlay: 'HD-Texture-Pack'
12/12/2022 12:13:37.241 | INFO     |                                              pivot | => success
12/12/2022 12:13:37.241 | INFO     |                                              pivot | addOverlay: 'HD-Music-Pack'
12/12/2022 12:13:37.241 | INFO     |                                              pivot | => success
12/12/2022 12:13:37.384 | INFO     |                                              pivot | m_hooksSet = true
12/12/2022 12:13:37.384 | DEBUG    |                             PolPluginManager::Load | Loaded POL plugin: pivot - Version: 4.14 - By: Heals
12/12/2022 12:13:37.384 | DEBUG    |                       PolPluginManager::Initialize | <End> [Status: Ok!]
12/12/2022 12:13:37.384 | DEBUG    |                             AshitaCore::Initialize | <End> [Status: Ok!]
12/12/2022 12:13:37.384 | DEBUG    |                    Ashita::Hooks::DirectX::Install | <Begin>
12/12/2022 12:13:37.384 | DEBUG    |                    Ashita::Hooks::DirectX::Install | <End> [Status: Ok!]
12/12/2022 12:13:37.384 | DEBUG    |                      Ashita::Hooks::Mutex::Install | <Begin>
12/12/2022 12:13:37.384 | DEBUG    |                      Ashita::Hooks::Mutex::Install | <End> [Status: Ok!]
12/12/2022 12:13:37.384 | DEBUG    |                   Ashita::Hooks::Registry::Install | <Begin>
12/12/2022 12:13:37.384 | DEBUG    |                   Ashita::Hooks::Registry::Install | <End> [Status: Ok!]
12/12/2022 12:13:37.384 | DEBUG    |                     Ashita::Hooks::Window::Install | <Begin>
12/12/2022 12:13:37.384 | DEBUG    |                     Ashita::Hooks::Window::Install | <End> [Status: Ok!]
12/12/2022 12:13:40.096 | DEBUG    |        Ashita::Hooks::Window::Mine_CreateWindowExW | CreateWindowExW - Creating PlayOnline Mask window. [dwExStyle: 8][dwStyle: -2130706432][Pos: -1 x -1][Size: 2561 x 1441]
12/12/2022 12:13:40.097 | DEBUG    |        Ashita::Hooks::Window::Mine_CreateWindowExW | CreateWindowExW - Creating PlayOnline window. [dwExStyle: 0][dwStyle: 13238272][Pos: -2147483648 x -2147483648][Size: 662 x 524]
12/12/2022 12:13:40.120 | DEBUG    |    Ashita::Hooks::DirectX::Mine_DirectInput8Create | DirectInput8Create - Creating new DirectInput instance. [dwVersion: 2048]
12/12/2022 12:13:44.134 | DEBUG    |    Ashita::Hooks::DirectX::Mine_DirectInput8Create | DirectInput8Create - Creating new DirectInput instance. [dwVersion: 2048]
12/12/2022 12:14:39.145 | DEBUG    |        Ashita::Hooks::Window::Mine_CreateWindowExA | CreateWindowExA - Creating Final Fantasy XI window. [dwExStyle: 768][dwStyle: 13565952][Pos: -2147483648 x -2147483648][Size: 1940 x 1123]
12/12/2022 12:14:39.193 | DEBUG    |       Ashita::Hooks::DirectX::Mine_Direct3DCreate8 | Direct3DCreate8 - Creating new Direct3D instance. [SDKVersion: 220]
12/12/2022 12:14:39.788 | DEBUG    |                       newIDirect3D8::newIDirect3D8 | .ctor
12/12/2022 12:14:39.788 | DEBUG    |                        newIDirect3D8::CreateDevice | Creating a new graphics device..
12/12/2022 12:14:39.813 | DEBUG    |           newIDirect3DDevice8::newIDirect3DDevice8 | .ctor
12/12/2022 12:14:39.813 | DEBUG    |                             AshitaCore::GameLoaded | GameLoaded event invoked.
12/12/2022 12:14:39.813 | DEBUG    |                           ResourceManager::Release | <Begin>
12/12/2022 12:14:39.813 | DEBUG    |                           ResourceManager::Release | <End> [Status: Ok!]
12/12/2022 12:14:39.813 | DEBUG    |                        ResourceManager::Initialize | <Begin>
12/12/2022 12:14:39.813 | DEBUG    |                           ResourceManager::Release | <Begin>
12/12/2022 12:14:39.813 | DEBUG    |                           ResourceManager::Release | <End> [Status: Ok!]
12/12/2022 12:14:39.837 | DEBUG    |                        ResourceManager::Initialize | <End> [Status: Ok!]
12/12/2022 12:14:39.837 | DEBUG    |                            ResourceManager::Update | <Begin>
12/12/2022 12:14:39.837 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: G:\Ashita-v4beta\\config\\ashita\ashita.datmap.ini
12/12/2022 12:14:39.848 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: G:\Ashita-v4beta\\config\\ashita\custom.datmap.ini
12/12/2022 12:14:39.853 | WARN     |                         ConfigurationManager::Load | Configuration file has invalid section names or no data: G:\Ashita-v4beta\\config\\ashita\custom.datmap.ini
12/12/2022 12:14:40.337 | DEBUG    |                            ResourceManager::Update | Resource parsing completed in: 500.030900ms [Status: 1]
12/12/2022 12:14:40.337 | DEBUG    |                            ResourceManager::Update | <End> [Status: Ok!]
12/12/2022 12:14:40.337 | DEBUG    |                               InputManager::Update | <Begin>
12/12/2022 12:14:40.337 | DEBUG    |                                       Mouse::Mouse | .ctor
12/12/2022 12:14:40.337 | DEBUG    |                                  Mouse::Initialize | <Begin>
12/12/2022 12:14:40.337 | DEBUG    |                                  Mouse::Initialize | <End> [Status: Ok!]
12/12/2022 12:14:40.337 | DEBUG    |                             InputManager::SetMouse | Setting new mouse instance..
12/12/2022 12:14:40.337 | DEBUG    |                               InputManager::Update | <End> [Status: Ok!]
12/12/2022 12:14:40.337 | DEBUG    |                              OffsetManager::Update | <Begin>
12/12/2022 12:14:40.337 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: G:\Ashita-v4beta\\config\\ashita\ashita.offsets.ini
12/12/2022 12:14:40.360 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: G:\Ashita-v4beta\\config\\ashita\custom.offsets.ini
12/12/2022 12:14:40.366 | WARN     |                         ConfigurationManager::Load | Configuration file has invalid section names or no data: G:\Ashita-v4beta\\config\\ashita\custom.offsets.ini
12/12/2022 12:14:40.366 | DEBUG    |                              OffsetManager::Update | <End> [Status: Ok!]
12/12/2022 12:14:40.366 | DEBUG    |                             PointerManager::Update | <Begin>
12/12/2022 12:14:40.366 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: G:\Ashita-v4beta\\config\\ashita\ashita.pointers.ini
12/12/2022 12:14:40.375 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: G:\Ashita-v4beta\\config\\ashita\custom.pointers.ini
12/12/2022 12:14:40.381 | WARN     |                         ConfigurationManager::Load | Configuration file has invalid section names or no data: G:\Ashita-v4beta\\config\\ashita\custom.pointers.ini
12/12/2022 12:14:40.393 | DEBUG    |                             PointerManager::Update | Pointer: (1EC0E71C) [Ok!] autofollow
12/12/2022 12:14:40.393 | DEBUG    |                             PointerManager::Update | Pointer: (1EC6A7B5) [Ok!] castbar
12/12/2022 12:14:40.393 | DEBUG    |                             PointerManager::Update | Pointer: (1ED159B0) [Ok!] chat.addchatmessage
12/12/2022 12:14:40.393 | DEBUG    |                             PointerManager::Update | Pointer: (1EDA49F0) [Ok!] chat.inputtext.this
12/12/2022 12:14:40.393 | DEBUG    |                             PointerManager::Update | Pointer: (1EC01622) [Ok!] chat.logfile
12/12/2022 12:14:40.393 | DEBUG    |                             PointerManager::Update | Pointer: (1EDA7C00) [Ok!] chat.parseautotranslate
12/12/2022 12:14:40.393 | DEBUG    |                             PointerManager::Update | Pointer: (1ED15AA2) [Ok!] chat.parseautotranslate.this
12/12/2022 12:14:40.393 | DEBUG    |                             PointerManager::Update | Pointer: (1EC70090) [Ok!] chat.parseinputtext
12/12/2022 12:14:40.393 | DEBUG    |                             PointerManager::Update | Pointer: (1EC700B2) [Ok!] chat.parseinputtext.this
12/12/2022 12:14:40.408 | DEBUG    |                             PointerManager::Update | Pointer: (1EC674BC) [Ok!] clientversion
12/12/2022 12:14:40.409 | DEBUG    |                             PointerManager::Update | Pointer: (03CC6533) [Ok!] config.autodisconnect
12/12/2022 12:14:40.414 | DEBUG    |                             PointerManager::Update | Pointer: (1EDA5D02) [Ok!] config.languagefilter
12/12/2022 12:14:40.414 | DEBUG    |                             PointerManager::Update | Pointer: (1EBF37E0) [Ok!] entitymap
12/12/2022 12:14:40.414 | DEBUG    |                             PointerManager::Update | Pointer: (1EC84C6B) [Ok!] entitymap.size
12/12/2022 12:14:40.414 | DEBUG    |                             PointerManager::Update | Pointer: (1ECD9A96) [Ok!] inventory
12/12/2022 12:14:40.414 | DEBUG    |                             PointerManager::Update | Pointer: (1ED06C15) [Ok!] inventory.selecteditem
12/12/2022 12:14:40.414 | DEBUG    |                             PointerManager::Update | Pointer: (1ED4C582) [Ok!] menu
12/12/2022 12:14:40.414 | DEBUG    |                             PointerManager::Update | Pointer: (1ECCBE70) [Ok!] packets.decryptbuffer
12/12/2022 12:14:40.414 | DEBUG    |                             PointerManager::Update | Pointer: (1ECCBD40) [Ok!] packets.encryptbuffer
12/12/2022 12:14:40.414 | DEBUG    |                             PointerManager::Update | Pointer: (1ECEA8E0) [Ok!] packets.queuepacket1
12/12/2022 12:14:40.414 | DEBUG    |                             PointerManager::Update | Pointer: (1ECCC4D0) [Ok!] packets.queuepacket2
12/12/2022 12:14:40.414 | DEBUG    |                             PointerManager::Update | Pointer: (1EDECF8B) [Ok!] party
12/12/2022 12:14:40.414 | DEBUG    |                             PointerManager::Update | Pointer: (1EC8822F) [Ok!] party.statusicons
12/12/2022 12:14:40.414 | DEBUG    |                             PointerManager::Update | Pointer: (1ED3486A) [Ok!] player
12/12/2022 12:14:40.414 | DEBUG    |                             PointerManager::Update | Pointer: (1ECD4580) [Ok!] player.hasability
12/12/2022 12:14:40.414 | DEBUG    |                             PointerManager::Update | Pointer: (1EC87144) [Ok!] player.haskeyitem
12/12/2022 12:14:40.414 | DEBUG    |                             PointerManager::Update | Pointer: (1ECDE5B0) [Ok!] player.hasspell
12/12/2022 12:14:40.414 | DEBUG    |                             PointerManager::Update | Pointer: (1ECDF4C0) [Ok!] player.joblevels
12/12/2022 12:14:40.414 | DEBUG    |                             PointerManager::Update | Pointer: (1ECDF500) [Ok!] player.jobmasterlevels
12/12/2022 12:14:40.414 | DEBUG    |                             PointerManager::Update | Pointer: (1EC7DB7A) [Ok!] player.loginstatus
12/12/2022 12:14:40.414 | DEBUG    |                             PointerManager::Update | Pointer: (1EC768DF) [Ok!] player.petmp
12/12/2022 12:14:40.414 | DEBUG    |                             PointerManager::Update | Pointer: (1EC8C1DD) [Ok!] player.pettp
12/12/2022 12:14:40.414 | DEBUG    |                             PointerManager::Update | Pointer: (1EE0E664) [Ok!] recast.abilities
12/12/2022 12:14:40.414 | DEBUG    |                             PointerManager::Update | Pointer: (1EE15182) [Ok!] recast.spells
12/12/2022 12:14:40.414 | DEBUG    |                             PointerManager::Update | Pointer: (1EC698E7) [Ok!] target.settarget
12/12/2022 12:14:40.414 | DEBUG    |                             PointerManager::Update | Pointer: (1EC77EE3) [Ok!] target.target
12/12/2022 12:14:40.414 | DEBUG    |                             PointerManager::Update | Pointer scan completed in: 48.078300ms
12/12/2022 12:14:40.414 | DEBUG    |                             PointerManager::Update | <End> [Status: Ok!]
12/12/2022 12:14:40.414 | DEBUG    |                            FontManager::Initialize | <Begin>
12/12/2022 12:14:40.414 | DEBUG    |                            FontManager::Initialize | <End> [Status: Ok!]
12/12/2022 12:14:40.414 | DEBUG    |                       PrimitiveManager::Initialize | <Begin>
12/12/2022 12:14:40.414 | DEBUG    |                       PrimitiveManager::Initialize | <End> [Status: Ok!]
12/12/2022 12:14:40.414 | DEBUG    |                             GuiManager::Initialize | <Begin>
12/12/2022 12:14:40.424 | DEBUG    |                             GuiManager::Initialize | <End> [Status: Ok!]
12/12/2022 12:14:40.424 | DEBUG    |                              MemoryManager::Update | <Begin>
12/12/2022 12:14:40.424 | DEBUG    |                              MemoryManager::Update | <End> [Status: Ok!]
